Size 245,2
-8.355531939260141261e-03,1.053544137683710247e+00
9.501596589432952100e-02,1.221592861512480033e+00
1.595411860712975527e-01,1.387389923725924179e+00
1.847644032864666219e-01,1.538805693908495531e+00
1.728565509437058334e-01,1.664425001308163621e+00
1.328078742140116897e-01,1.747776246250955179e+00
1.633024764194880921e-02,1.746023265985927608e+00
-2.331804430621018179e-02,1.661390999950131953e+00
-3.475456644849601873e-02,1.534764876938938594e+00
-8.988222832766496959e-03,1.382311903038001999e+00
5.613274113385643277e-02,1.215535017502817450e+00
1.602335754265052925e-01,1.046544242735198749e+00
2.982229177365952610e-01,8.878481761413569151e-01
4.617042595412662598e-01,7.513975592347436061e-01
6.441033743271040723e-01,6.427258082106599435e-01
8.319080792981939920e-01,5.665846662071128970e-01
1.013395804371142628e+00,5.244565788599440115e-01
1.180092519870275414e+00,5.126101919682086727e-01
5.415953029496449744e-01,2.268571068217307696e-01
6.744659508807338000e-01,2.648927699068159836e-01
8.067273203454042863e-01,3.051025296432903766e-01
9.355284310727679520e-01,3.467566501923440847e-01
1.058329023514656297e+00,3.891897953868110327e-01
1.172799285108203859e+00,4.317644627585033867e-01
1.276807317484981663e+00,4.738879778994625203e-01
1.368399026996065304e+00,5.150123699198809746e-01
1.445776619782017436e+00,5.546299447684951422e-01
1.507260356789411171e+00,5.922716944461001720e-01
1.551256084551610348e+00,6.277339488589039895e-01
1.576019864516072122e+00,6.609198913779832374e-01
1.579291640815070563e+00,6.896633691722418025e-01
1.558512112280588058e+00,7.190674215984377282e-01
1.510957266973273150e+00,7.463517759062784362e-01
1.430894495489647200e+00,7.692797548532421814e-01
-3.606379742353142404e-01,2.297548466563988923e-01
-4.951435436151796488e-01,2.681387823660632552e-01
-6.287921969490237739e-01,3.086415110331389156e-01
-7.589832779013412356e-01,3.506102774147244472e-01
-8.831606354240227885e-01,3.933613844243371571e-01
-9.989968060227165658e-01,4.362531413753702458e-01
-1.104360376234075458e+00,4.786919176207710680e-01
-1.197297306508329440e+00,5.201295010976207944e-01
-1.276009766895066511e+00,5.600581209665607130e-01
-1.338817955755721378e+00,5.980087324983699437e-01
-1.384127640659082337e+00,6.337777753104441025e-01
-1.410194675831414779e+00,6.672685565832831012e-01
-1.414758494294893421e+00,6.963139518962073726e-01
-1.395259192672911874e+00,7.260197553934509829e-01
-1.348971893466502481e+00,7.536042536411325932e-01
-1.270161982460679351e+00,7.768298076140733865e-01
5.460367966399594097e-01,4.584301345028485297e-01
6.790152544036708315e-01,5.012908413034763422e-01
8.112645711424228967e-01,5.410333713791311006e-01
9.400738805269552856e-01,5.773587835912457056e-01
1.062875376752644652e+00,6.097958949590348565e-01
1.177345345657964337e+00,6.378996895020702107e-01
1.281354497171166562e+00,6.612596887706476689e-01
1.372954610749658633e+00,6.794988349656795323e-01
1.450368138034151544e+00,6.922615589891477628e-01
1.511933525168593917e+00,6.991708994751315576e-01
1.555996007059897712e+00,6.998950768265852496e-01
1.581443420631584829e+00,6.942310089776541071e-01
1.586120929820813652e+00,6.793243170988876312e-01
1.563726693786094746e+00,6.513769469857785266e-01
1.513473134326385861e+00,6.185405955858525040e-01
1.434307209808598715e+00,5.733682755278280974e-01
-3.654204471195462434e-01,4.640264434270698901e-01
-4.996613870862574025e-01,5.069804860568498661e-01
-6.333361954849021647e-01,5.470409511778783207e-01
-7.635307394344013066e-01,5.836978074973908637e-01
-8.877078921302570258e-01,6.164690501364419317e-01
-1.003543513633413431e+00,6.449054172023904741e-01
-1.108908143823759573e+00,6.685954918388071766e-01
-1.201853468994905194e+00,6.871620019073970687e-01
-1.280601881245706730e+00,7.002493196961381283e-01
-1.343491764833896429e+00,7.074804357739037375e-01
-1.388868233228532700e+00,7.085235462311254562e-01
-1.415619232378459103e+00,7.031756066420535856e-01
-1.421589426733069983e+00,6.885809447314231724e-01
-1.400474573512082932e+00,6.609399107083672176e-01
-1.351487362833030614e+00,6.284082412079009528e-01
-1.273574729136131012e+00,5.835356063530292570e-01
7.544674498942867402e-02,1.802906230655855646e+00
1.038846682038733621e-01,1.726203063056029219e+00
4.630669488986193655e-02,1.724244980780314851e+00
9.287449746378509396e-02,-1.771824611293919749e-03
2.352317742366291375e-01,1.205372656641518603e+00
-8.288249497270995525e-02,1.211445408913701005e+00
8.825626479708587047e-02,2.027286906652395540e-02
9.860965276162479698e-02,2.996290319336795266e-02
7.305395940878603445e-02,1.521112422739030468e+00
7.810794322962880121e-02,1.525258710405515084e+00
4.489329568355686639e-01,1.129203716517191980e+00
-2.952789159461484680e-01,1.135654764451827337e+00
1.333284187187562531e-01,1.136948816460826572e-01
4.652427005696044976e-02,1.127680586175409533e-01
7.617114412812299173e-01,7.474563246604134514e-01
-6.062994413120291748e-01,7.560620858711923908e-01
-5.123588090579607179e-01,9.581181488196003349e-01
6.672442047344833149e-01,9.507072940432130803e-01
1.269949312197278912e+00,6.339154715858109634e-01
-1.110975348762544668e+00,6.432947168837935825e-01
-4.238886058146500158e-02,2.165478094683364052e-01
2.258235526692724260e-01,2.134124815235492745e-01
-9.171976615309178626e-01,7.839593315890444059e-01
1.074629027107675716e+00,7.756451881522390401e-01
3.429117824843381790e-01,2.681901011057664097e-01
-1.579036859973520779e-01,2.761171906310332935e-01
-1.239429112211716255e+00,6.979066253285670651e-01
1.399690481162234157e+00,6.891409884755524962e-01
1.532973885571971673e+00,6.861728699898393957e-01
-1.370614584764825672e+00,6.947998959066574720e-01
1.580960633206096810e+00,6.945247063236746898e-01
-1.416821262771433165e+00,7.024386897936466534e-01
-1.406939514773862587e+00,6.859858717638007697e-01
1.573301702664692048e+00,6.783935031790794268e-01
1.542777021556859918e+00,6.645688357190155937e-01
-1.375198224359694965e+00,6.718661487293672296e-01
-2.666586275914998860e-01,2.974976475073124460e-01
4.560105879639191895e-01,3.044500698834112784e-01
1.493306843675270335e+00,6.460244883365420243e-01
-1.324433970490288548e+00,6.530210935850825349e-01
1.426074568027602574e+00,6.227747508026553191e-01
-1.255871545460389260e+00,6.294562105774965666e-01
1.213420636876905712e-01,1.655963839652601743e+00
3.050135521629728647e-02,1.658736085293989415e+00
1.343386385261811089e+00,5.956889759004010410e-01
-1.171841668939394232e+00,6.020523046962876768e-01
9.019304917798699750e-02,1.774485151428721208e+00
6.392258115211059410e-02,1.784774042080353063e+00
5.819210240337755607e-02,1.767512573885546612e+00
1.246992398779413591e+00,5.651558241406522409e-01
-1.074095571989433395e+00,5.711985098717200504e-01
-9.644913909222450066e-01,5.373120311030975538e-01
1.138750617116808694e+00,5.315925650732348240e-01
1.020686211756502759e+00,4.954610852492465911e-01
-8.450544456832550511e-01,5.008543540276428896e-01
-7.179954212180469364e-01,4.623323117478457256e-01
8.950094889132693687e-01,4.572700737415407723e-01
7.641322054744672521e-01,4.175872567191375451e-01
-5.857260013885037253e-01,4.223050248648028693e-01
8.725022536748015811e-02,1.784436163902449524e+00
6.982205486224411436e-03,1.369626192742666282e+00
1.447618172229090672e-01,1.364487181825058126e+00
6.428383945512681219e-01,3.934245643973014461e-01
-4.554957071904520149e-01,3.846451172516391348e-01
8.264956340416161618e-02,1.553036014915360440e-02
1.025220372749742065e-01,1.359664846002109004e-02
7.810418885383874077e-02,8.984472220005511323e-02
-5.705496674582018202e-02,1.496484788513594566e+00
2.093352668730702193e-01,1.492263198553146930e+00
3.441673877840521756e-02,1.626681938192362731e+00
1.160964873643355183e-01,1.629772059109280136e+00
4.663157962227270636e-01,9.286123627888881460e-01
-3.126025617159167713e-01,9.362092073286879534e-01
1.000815977068821166e-01,1.116323673310412601e-01
1.480546763084166662e+00,6.607491603203961006e-01
-1.319180328670104041e+00,6.698521760756964705e-01
2.627843327356322312e-01,2.985894386805400536e-01
-7.919979493308074159e-02,3.031834059603902287e-01
-1.421411824559934090e+00,6.968746232771648730e-01
1.586608903875533771e+00,6.888775329516337864e-01
4.309252620914588022e-02,1.890164387488978692e-01
1.475493039560025477e-01,1.975831817710485272e-01
1.144772130008794742e+00,6.257213088015415314e-01
-9.868358886107927441e-01,6.351489734236178686e-01
-1.395485732199130080e+00,7.129026097214659075e-01
1.558575075865516801e+00,7.049870739257236840e-01
3.121534275446725126e-01,1.054886554568094104e+00
-1.593434520329142512e-01,1.061803125103918610e+00
1.102180614981857071e-01,5.084366890190945149e-02
3.324536300425285917e-01,1.331006654103142006e+00
-1.794438590667525590e-01,1.336288938189346354e+00
9.472486188293094411e-01,6.776603461055870081e-01
-7.906929528116597439e-01,6.866989511824531656e-01
-3.410899891416497298e-01,3.591899799654361125e-01
-1.199486202275486413e+00,6.152885697062683290e-01
1.359350354668488858e+00,6.055938954727928536e-01
-4.523836821729640967e-01,8.080469125018246990e-01
6.068944417943450409e-01,7.997290109106194311e-01
-1.319536985593130041e+00,7.230648547005686932e-01
1.480923545224698490e+00,7.148557122647912765e-01
7.259999853345126819e-02,6.681576128530990200e-02
7.064870237194191549e-02,5.030886494768301020e-02
5.719905301442587131e-01,3.296226204347599831e-01
8.855257092963892962e-01,8.551230934033009490e-01
-7.293422962126904219e-01,8.630226222761319121e-01
-1.092672274866937743e+00,7.477998571896812274e-01
1.251471069784779289e+00,7.393631555504832642e-01
-1.408276709042597385e+00,6.922859800439812306e-01
1.571803995886667193e+00,6.836096534675918379e-01
