Size 245,2
4.108730861625164987e-01,1.919494523555406729e-01
1.134664299120180103e-01,0.000000000000000000e+00
7.069778609778552825e-02,0.000000000000000000e+00
-2.289607214340875774e-01,1.949775193935364970e-01
9.292108326511444583e-02,1.844228817314440966e-02
-2.333985342936284180e-01,4.182729495889607740e-01
4.156161142579127832e-01,4.137146693320131186e-01
1.321580885390505555e+00,7.836332881004419715e-01
1.068577456949313803e-01,1.796265079568674761e+00
4.650837143593133938e-02,1.796753481120373142e+00
-1.162088612437612412e+00,7.914766405157813711e-01
-1.161159015626785029e+00,5.324024537947449343e-01
7.454186728571217391e-02,1.776521134907184329e+00
1.320653184077352771e+00,5.219376053675796046e-01
3.075938931562062773e-01,1.691033452505702472e-01
2.199327428069021984e-01,1.156401546888758403e-01
1.581994592563343849e-01,5.385900669521923034e-02
2.749446911247861725e-02,5.391656430992125548e-02
-3.651067702812188509e-02,1.181612623189254169e-01
-1.247686937230749193e-01,1.718625220273040100e-01
1.303648211793141942e-01,4.011958386047497632e-02
1.460647166538378283e-01,1.004093128106190030e-01
1.282664611440777480e-01,1.836617706683134066e-01
7.497236674989322947e-02,2.681096139326695771e-01
-8.602652188623723106e-03,3.398751972656946507e-01
-1.147928058358592129e-01,3.924785908557892888e-01
5.701975388963212432e-02,3.959952987660951551e-02
4.036019375290427619e-02,9.936776037509845172e-02
5.784825387969064897e-02,1.795545353850530601e-01
1.108945345301417529e-01,2.640115895334896878e-01
1.924898875126400399e-01,3.356109206867182726e-01
2.977435193797674517e-01,3.880215652066211773e-01
1.176917892293701584e+00,8.393433958346219192e-01
1.009590646943681724e+00,9.181694611244023418e-01
8.323766605018230180e-01,1.026597644284191313e+00
6.583017608231643836e-01,1.160683237602284645e+00
5.008618977949242934e-01,1.312868874228330096e+00
3.664442501584704859e-01,1.467314857097008263e+00
2.598991182523852639e-01,1.608502349870029047e+00
1.780361225777157275e-01,1.719908399238256003e+00
-2.587392761284428369e-02,1.722725462227118642e+00
-1.072329022058480658e-01,1.611772252059629817e+00
-2.131689678934190757e-01,1.471697055252261910e+00
-3.468711480167241956e-01,1.318241864813522346e+00
-5.034412300823154496e-01,1.166912278073420905e+00
-6.765020606480702803e-01,1.033522514581787455e+00
-8.525840002258279204e-01,9.256069904823193140e-01
-1.018693758048243136e+00,8.470922813760840553e-01
-1.021856747658109965e+00,5.229889820349258311e-01
-8.563870346607053152e-01,5.345990963110854866e-01
-6.760794552051683226e-01,5.763482175782151939e-01
-4.893915050660391786e-01,6.519760544707269290e-01
-3.080313542678407845e-01,7.600087703364338809e-01
-1.454991049656349233e-01,8.957054226468555980e-01
